sku_id,week,sku_id,base_demand,actual_demand,promotion_active,promotion_discount_pct,stockout_qty,service_level_pct,season,weather,competitor_promotion,product_name,category,supplier_id,unit_cost,selling_price,profit_margin,margin_pct,weight_lbs,volume_cuft,avg_lead_time_days,min_order_qty,is_promotional_item,value_density,avg_actual_leadtime,leadtime_std,avg_variance,max_weight_lbs,max_volume_cuft,cost_per_load,profit_per_unit,total_revenue,total_profit,promotion_lift,qty_on_hand,safety_stock,reorder_point,order_quantity,inventory_status,days_of_supply,daily_usage,projected_on_hand,buffer_ratio,risk_level,shortage_qty,days_until_runout,urgency_score,truck_max_weight,truck_max_volume,truck_cost,max_order_qty,priority
SKU1818,52,SKU1818,36.0,37.0,False,0,0.0,96.4,Q4,Normal,False,Safety Equipment Item 1818,Safety Equipment,SUP004,120.64,263.04,142.4,54.1,0.93,0.25,6.5,250,False,152.88,7.2,1.4727833883809622,1.2333333333333334,65000,3200,2200,142.40000000000003,9732.480000000001,5268.800000000001,2.777777777777768,52,13,50,250,Normal,10.1,5.1,15.0,1.15,CRITICAL,0,10.2,0.10972787091227723,65000,3200,2200,0,HIGH
SKU1826,52,SKU1826,62.9,57.4,False,0,0.0,97.7,Q4,Normal,False,Safety Equipment Item 1826,Safety Equipment,SUP005,16.58,29.77,13.19,44.3,2.76,0.468,11.2,100,False,4.79,11.733333333333334,1.8989630344113093,1.4666666666666668,75000,3800,2300,13.190000000000001,1708.798,757.1060000000001,-8.744038155802858,138,32,137,125,Normal,15.4,9.0,32.0,1.0,CRITICAL,0,15.3,0.1387505648690055,75000,3800,2300,0,MEDIUM
SKU1835,52,SKU1835,72.1,59.9,False,0,0.7,96.1,Q4,Stormy,False,Safety Equipment Item 1835,Safety Equipment,SUP001,16.73,27.87,11.14,40.0,2.84,0.182,3.8,56,False,3.92,4.041666666666667,0.4870287154747342,0.375,80000,4000,2500,11.14,1669.413,667.2860000000001,-16.92094313453536,4,19,60,144,Critical,0.4,10.3,0.0,0.0,CRITICAL,56,0.4,1.651585160202361,80000,4000,2500,168,CRITICAL
SKU1843,52,SKU1843,38.7,26.3,False,0,10.6,97.7,Q4,Cold,True,Safety Equipment Item 1843,Safety Equipment,SUP005,89.51,137.98,48.47,35.1,3.41,0.425,11.7,75,False,14.2,12.25,1.4644266641062822,1.2,75000,3800,2300,48.469999999999985,3628.874,1274.7609999999997,-32.041343669250644,12,20,87,77,Critical,2.2,5.5,0.0,0.0,CRITICAL,75,2.2,0.5511547997272251,75000,3800,2300,225,CRITICAL
SKU1849,52,SKU1849,62.5,74.4,False,0,0.5,96.1,Q4,Cold,False,Safety Equipment Item 1849,Safety Equipment,SUP003,49.65,91.69,42.04,45.8,1.44,0.362,12.2,141,False,29.27,13.174999999999999,1.7357864342869338,1.3416666666666668,40000,2000,1500,42.04,6821.736000000001,3127.7760000000003,19.040000000000013,6,30,147,125,Critical,0.7,8.9,0.0,0.0,CRITICAL,141,0.7,1.107437106377121,40000,2000,1500,423,CRITICAL
SKU1854,52,SKU1854,69.6,70.6,False,0,6.2,96.8,Q4,Hot,True,Safety Equipment Item 1854,Safety Equipment,SUP004,64.5,116.12,51.62,44.5,6.21,0.112,4.4,250,True,8.31,4.333333333333333,0.8227816824466238,0.6166666666666667,65000,3200,2200,51.620000000000005,8198.072,3644.372,1.4367816091954033,13,20,63,250,Critical,1.3,9.9,0.0,0.0,CRITICAL,50,1.3,0.7400799313109601,65000,3200,2200,150,CRITICAL
SKU1857,52,SKU1857,30.0,30.6,False,0,0.0,97.6,Q4,Hot,False,Safety Equipment Item 1857,Safety Equipment,SUP002,130.75,237.91,107.16,45.0,6.5,0.446,6.3,25,True,16.48,6.808333333333334,1.2310072249498734,0.8416666666666667,60000,3000,2000,107.16,7280.046,3279.096,2.0000000000000018,43,11,40,60,Normal,10.0,4.3,14.0,1.27,HIGH,0,10.0,0.10059021922428331,60000,3000,2000,0,HIGH
SKU1864,52,SKU1864,30.4,33.7,False,0,1.9,96.5,Q4,Hot,False,Safety Equipment Item 1864,Safety Equipment,SUP005,85.65,198.91,113.26,56.9,7.34,0.426,6.9,100,True,15.42,7.141666666666667,0.797106509745585,0.6083333333333333,75000,3800,2300,113.25999999999999,6703.267000000001,3816.862,10.855263157894758,11,11,42,100,Reorder,2.5,4.3,0.0,0.0,CRITICAL,31,2.6,0.4650010192168708,75000,3800,2300,93,CRITICAL
SKU1873,52,SKU1873,71.0,49.6,False,0,18.0,95.2,Q4,Normal,False,Safety Equipment Item 1873,Safety Equipment,SUP001,77.05,132.6,55.55,41.9,2.99,0.336,4.6,43,False,18.61,4.816666666666666,0.7929614610987591,0.6833333333333332,80000,4000,2500,55.55,6576.96,2755.2799999999997,-30.14084507042253,24,19,67,142,Reorder,2.4,10.1,0.0,0.0,CRITICAL,43,2.4,0.5206008322636396,80000,4000,2500,129,CRITICAL
SKU1878,52,SKU1878,30.6,29.7,False,0,0.0,96.0,Q4,Normal,False,Safety Equipment Item 1878,Safety Equipment,SUP002,50.87,104.18,53.31,51.2,6.77,0.454,8.5,100,False,7.87,9.008333333333333,1.4355602855099237,1.1583333333333334,60000,3000,2000,53.31000000000001,3094.146,1583.3070000000002,-2.941176470588247,53,12,51,100,Normal,12.1,4.4,13.0,1.08,CRITICAL,0,12.0,0.09326869027543563,60000,3000,2000,0,HIGH
SKU1885,52,SKU1885,64.4,55.3,False,0,0.0,98.0,Q4,Stormy,False,Safety Equipment Item 1885,Safety Equipment,SUP001,126.12,274.95,148.83,54.1,3.06,0.387,6.2,50,False,48.64,6.466666666666666,0.8721273190343599,0.7666666666666666,80000,4000,2500,148.82999999999998,15204.734999999999,8230.298999999999,-14.130434782608702,85,25,84,128,Normal,9.2,9.2,26.0,1.04,CRITICAL,0,9.2,0.16294816335508472,80000,4000,2500,0,HIGH
SKU1899,52,SKU1899,76.9,133.5,True,15,0.0,96.3,Q4,Normal,False,Safety Equipment Item 1899,Safety Equipment,SUP002,66.86,145.55,78.69,54.1,4.89,0.368,8.9,10,True,16.1,9.791666666666666,1.062978947309984,1.0083333333333333,60000,3000,2000,78.69000000000001,19430.925000000003,10505.115000000002,73.60208062418725,154,32,139,153,Normal,14.0,11.0,46.0,1.44,HIGH,0,14.0,0.16539388099253194,60000,3000,2000,0,MEDIUM
SKU1908,52,SKU1908,26.1,21.6,False,0,0.0,97.9,Q4,Stormy,True,Safety Equipment Item 1908,Safety Equipment,SUP002,32.05,73.04,40.99,56.1,3.29,0.303,8.9,250,False,12.47,8.924999999999999,1.9065079929737319,1.4749999999999999,60000,3000,2000,40.99000000000001,1577.6640000000002,885.3840000000002,-17.24137931034483,49,11,44,250,Normal,13.1,3.7,16.0,1.45,HIGH,0,13.2,0.08189227860391436,60000,3000,2000,0,HIGH
SKU1913,52,SKU1913,55.2,48.8,False,0,9.4,97.1,Q4,Hot,False,Safety Equipment Item 1913,Safety Equipment,SUP005,17.76,28.05,10.29,36.7,4.39,0.386,8.9,100,False,2.34,9.091666666666667,1.1163726433354944,0.8083333333333332,75000,3800,2300,10.29,1368.84,502.15199999999993,-11.594202898550732,14,23,94,110,Critical,1.8,7.9,0.0,0.0,CRITICAL,80,1.8,0.6261829300866293,75000,3800,2300,240,CRITICAL
SKU1920,52,SKU1920,57.0,51.5,False,0,0.0,96.8,Q4,Normal,False,Safety Equipment Item 1920,Safety Equipment,SUP003,71.14,176.55,105.41,59.7,7.16,0.252,12.3,120,True,14.72,12.9,1.8125822865333716,1.4333333333333333,40000,2000,1500,105.41000000000001,9092.325,5428.615000000001,-9.649122807017541,13,28,133,114,Critical,1.6,8.1,0.0,0.0,CRITICAL,120,1.6,0.6792981082554616,40000,2000,1500,360,CRITICAL
SKU1926,52,SKU1926,16.9,15.0,False,0,5.1,98.4,Q4,Normal,False,Safety Equipment Item 1926,Safety Equipment,SUP001,36.4,58.52,22.11,37.8,6.8,0.437,6.6,50,False,3.25,6.941666666666666,0.577547059606926,0.5750000000000001,80000,4000,2500,22.120000000000005,877.8000000000001,331.80000000000007,-11.242603550295849,1,7,23,50,Critical,0.4,2.4,0.0,0.0,CRITICAL,22,0.4,1.56545567856881,80000,4000,2500,66,CRITICAL
SKU1931,52,SKU1931,71.4,63.0,False,0,19.2,95.5,Q4,Cold,True,Safety Equipment Item 1931,Safety Equipment,SUP001,45.21,125.65,80.44,64.0,6.02,0.345,3.3,250,False,13.36,3.65,0.7154146922017902,0.6333333333333333,80000,4000,2500,80.44,7915.950000000001,5067.72,-11.764705882352944,18,17,54,250,Reorder,1.8,10.2,0.0,0.0,CRITICAL,36,1.8,0.5981824995315721,80000,4000,2500,108,CRITICAL
SKU1933,52,SKU1933,45.1,63.4,True,20,3.2,97.8,Q4,Hot,False,Safety Equipment Item 1933,Safety Equipment,SUP001,57.91,104.78,46.87,44.7,3.2,0.181,3.8,250,True,14.64,4.458333333333333,0.6287915297447856,0.7083333333333334,80000,4000,2500,46.870000000000005,6643.052,2971.5580000000004,40.57649667405765,10,14,42,250,Critical,1.6,6.4,0.0,0.0,CRITICAL,32,1.6,0.6171253914719345,80000,4000,2500,96,CRITICAL
SKU1936,52,SKU1936,27.1,49.6,True,15,0.0,98.5,Q4,Hot,True,Safety Equipment Item 1936,Safety Equipment,SUP005,118.78,260.72,141.95,54.4,7.74,0.183,11.1,100,True,18.34,12.266666666666666,1.6902572872109414,1.5333333333333332,75000,3800,2300,141.94000000000003,12931.712000000001,7040.224000000001,83.02583025830256,64,15,62,100,Normal,16.5,3.9,16.0,1.07,CRITICAL,0,16.4,0.07618763624398471,75000,3800,2300,0,MEDIUM
SKU1938,52,SKU1938,64.3,67.0,False,0,0.0,95.8,Q4,Stormy,False,Safety Equipment Item 1938,Safety Equipment,SUP004,60.9,134.32,73.42,54.7,7.38,0.382,7.5,100,True,9.95,7.391666666666667,0.8712147562542498,0.7083333333333334,65000,3200,2200,73.41999999999999,8999.439999999999,4919.139999999999,4.199066874028001,98,22,89,128,Normal,10.7,9.2,30.0,1.36,HIGH,0,10.7,0.15516067516666404,65000,3200,2200,0,HIGH
SKU1939,52,SKU1939,50.8,43.8,False,0,0.0,98.1,Q4,Cold,False,Safety Equipment Item 1939,Safety Equipment,SUP005,118.07,284.42,166.35,58.5,1.75,0.141,7.8,25,False,94.87,8.5,1.3895715494025822,1.05,75000,3800,2300,166.35000000000002,12457.596,7286.13,-13.779527559055115,95,23,84,101,Normal,13.1,7.3,33.0,1.43,HIGH,0,13.0,0.1241276430146582,75000,3800,2300,0,HIGH
SKU1952,52,SKU1952,16.5,16.9,False,0,0.6,98.8,Q4,Hot,False,Safety Equipment Item 1952,Safety Equipment,SUP002,84.76,135.36,50.6,37.4,6.91,0.372,6.8,50,False,7.32,7.208333333333333,0.7879297769048541,0.5916666666666667,60000,3000,2000,50.60000000000001,2287.584,855.1400000000001,2.4242424242424176,3,7,23,50,Critical,1.3,2.4,0.0,0.0,CRITICAL,20,1.2,0.7053608524574138,60000,3000,2000,60,CRITICAL
SKU1961,52,SKU1961,79.2,88.7,False,0,1.1,98.7,Q4,Cold,False,Safety Equipment Item 1961,Safety Equipment,SUP001,59.98,152.11,92.13,60.6,4.46,0.056,6.4,79,False,20.68,6.8500000000000005,1.0917042556563488,0.8833333333333333,80000,4000,2500,92.13000000000002,13492.157000000001,8171.931000000002,11.994949494949502,32,34,111,158,Critical,2.8,11.3,0.0,0.0,CRITICAL,79,2.8,0.52564312083705,80000,4000,2500,237,CRITICAL
SKU1969,52,SKU1969,59.5,50.3,False,0,0.0,97.2,Q4,Cold,True,Safety Equipment Item 1969,Safety Equipment,SUP005,61.67,99.93,38.26,38.3,6.55,0.103,7.0,50,False,5.84,7.95,1.1421669994118437,1.0166666666666666,75000,3800,2300,38.260000000000005,5026.479,1924.478,-15.46218487394958,92,24,91,119,Normal,10.8,8.5,24.0,1.0,CRITICAL,0,10.8,0.14663356442445818,75000,3800,2300,0,HIGH
SKU1970,52,SKU1970,51.7,51.6,False,0,0.0,95.5,Q4,Hot,False,Safety Equipment Item 1970,Safety Equipment,SUP003,20.01,43.52,23.51,54.0,5.39,0.494,11.3,25,False,4.36,12.091666666666667,1.4538089991675676,1.2083333333333333,40000,2000,1500,23.51,2245.632,1213.1160000000002,-0.19342359767892114,122,23,112,103,Normal,16.5,7.4,33.0,1.43,HIGH,0,16.5,0.11748684143287855,40000,2000,1500,0,MEDIUM
SKU1971,52,SKU1971,58.9,86.5,True,15,31.3,95.8,Q4,Cold,False,Safety Equipment Item 1971,Safety Equipment,SUP001,27.72,78.76,51.04,64.8,5.71,0.368,6.7,56,True,8.93,7.216666666666666,1.3217298123934773,1.1666666666666667,80000,4000,2500,51.040000000000006,6812.740000000001,4414.960000000001,46.859083191850594,24,20,80,117,Reorder,2.9,8.4,0.0,0.0,CRITICAL,56,2.9,0.4817392568471245,80000,4000,2500,168,CRITICAL
SKU1995,52,SKU1995,71.4,74.8,False,0,0.0,96.4,Q4,Normal,False,Safety Equipment Item 1995,Safety Equipment,SUP002,20.22,37.31,17.09,45.8,2.89,0.4,7.5,250,False,5.91,7.741666666666667,1.2565886962388102,1.0083333333333333,60000,3000,2000,17.090000000000003,2790.788,1278.332,4.761904761904745,117,27,105,250,Normal,11.5,10.2,38.0,1.41,HIGH,0,11.5,0.1638829826233595,60000,3000,2000,0,HIGH
SKU1998,52,SKU1998,46.9,52.1,False,0,0.0,97.0,Q4,Cold,False,Safety Equipment Item 1998,Safety Equipment,SUP002,98.44,156.22,57.78,37.0,6.86,0.03,5.5,10,True,8.42,6.016666666666667,0.5271420945805674,0.5833333333333334,60000,3000,2000,57.78,8139.062,3010.338,11.087420042643936,56,16,56,93,Normal,8.4,6.7,16.0,1.0,CRITICAL,0,8.4,0.1386131855777724,60000,3000,2000,0,HIGH
SKU2005,52,SKU2005,20.1,21.7,False,0,0.0,95.8,Q4,Cold,False,Power Tools Item 5,Power Tools,SUP004,396.45,822.85,426.4,51.8,22.45,0.663,4.2,25,False,18.99,4.683333333333334,0.7661394761854377,0.6833333333333332,65000,3200,2200,426.40000000000003,17855.845,9252.880000000001,7.96019900497511,21,5,18,40,Normal,7.3,2.9,7.0,1.4,HIGH,0,7.2,0.10333989132471427,65000,3200,2200,0,HIGH
SKU2016,52,SKU2016,22.4,45.4,True,25,0.0,99.0,Q4,Normal,False,Power Tools Item 16,Power Tools,SUP002,228.66,529.51,300.85,56.8,19.93,0.602,8.3,25,True,15.09,8.683333333333334,1.2481501463681315,0.9833333333333334,60000,3000,2000,300.85,24039.753999999997,13658.59,102.67857142857144,40,11,38,44,Normal,12.5,3.2,12.0,1.09,CRITICAL,0,12.5,0.07777403035413154,60000,3000,2000,0,HIGH
SKU2021,52,SKU2021,18.5,18.0,False,0,2.2,96.1,Q4,Stormy,False,Power Tools Item 21,Power Tools,SUP005,662.12,1068.68,406.57,38.0,19.91,1.297,10.4,25,False,20.42,11.141666666666666,1.3412737049219858,1.1083333333333334,75000,3800,2300,406.56000000000006,19236.24,7318.080000000001,-2.7027027027026973,16,8,37,37,Reorder,6.1,2.6,0.0,0.0,CRITICAL,21,6.2,0.28211273341556753,75000,3800,2300,63,CRITICAL
SKU2036,52,SKU2036,20.3,42.4,True,20,3.7,98.1,Q4,Cold,False,Power Tools Item 36,Power Tools,SUP004,395.83,937.49,541.67,57.8,20.84,1.667,7.9,100,True,26.0,8.375,1.4366153404316813,0.9916666666666667,65000,3200,2200,541.6600000000001,39749.576,22966.384000000002,108.86699507389159,7,9,33,100,Critical,2.4,2.9,0.0,0.0,CRITICAL,26,2.4,0.4789296847054014,65000,3200,2200,78,CRITICAL
SKU2056,52,SKU2056,16.7,16.1,False,0,0.0,97.9,Q4,Stormy,True,Power Tools Item 56,Power Tools,SUP001,195.97,348.9,152.93,43.8,15.86,1.222,4.6,25,False,9.65,4.883333333333334,0.6087742279417392,0.43333333333333335,80000,4000,2500,152.92999999999998,5617.29,2462.173,-3.592814371257469,19,5,16,33,Normal,8.0,2.4,7.0,1.4,HIGH,0,7.9,0.09145302794202403,80000,4000,2500,0,HIGH
SKU2057,52,SKU2057,10.3,11.4,False,0,0.0,98.1,Q4,Hot,True,Power Tools Item 57,Power Tools,SUP001,234.65,575.27,340.62,59.2,17.81,1.639,3.7,50,False,19.12,4.0249999999999995,0.6151496491985432,0.4916666666666667,80000,4000,2500,340.62,6558.078,3883.068,10.679611650485432,9,3,8,50,Normal,6.1,1.5,3.0,1.0,CRITICAL,0,6.0,0.1007026419336706,80000,4000,2500,0,CRITICAL
SKU2065,52,SKU2065,21.2,24.9,False,0,0.0,96.4,Q4,Normal,False,Power Tools Item 65,Power Tools,SUP001,714.37,1281.24,566.87,44.2,20.34,1.003,4.8,10,True,27.87,4.866666666666666,0.5051252469947579,0.39999999999999997,80000,4000,2500,566.87,31902.876,14115.063,17.452830188679247,23,6,20,42,Normal,7.6,3.0,8.0,1.33,HIGH,0,7.7,0.10068548652022513,80000,4000,2500,0,HIGH
SKU2067,52,SKU2067,21.5,19.0,False,0,0.0,98.8,Q4,Normal,False,Power Tools Item 67,Power Tools,SUP002,543.26,974.4,431.14,44.2,9.05,1.659,6.1,10,False,47.61,6.833333333333333,0.897808780342789,0.8333333333333334,60000,3000,2000,431.14,18513.6,8191.66,-11.627906976744185,31,9,29,43,Normal,10.1,3.1,10.0,1.11,CRITICAL,0,10.0,0.08625632377740304,60000,3000,2000,0,HIGH
SKU2070,52,SKU2070,8.5,6.9,False,0,0.2,95.6,Q4,Hot,False,Power Tools Item 70,Power Tools,SUP005,107.99,167.45,59.46,35.5,13.03,1.655,7.4,10,False,4.56,7.791666666666667,1.484745667435907,1.1583333333333334,75000,3800,2300,59.459999999999994,1155.405,410.274,-18.823529411764707,5,3,12,17,Reorder,4.1,1.2,0.0,0.0,CRITICAL,7,4.2,0.30838151449449935,75000,3800,2300,21,CRITICAL
SKU2102,52,SKU2102,20.3,19.0,False,0,0.0,95.0,Q4,Normal,True,Power Tools Item 102,Power Tools,SUP002,483.84,1095.65,611.81,55.8,8.06,0.129,8.9,10,False,75.9,9.516666666666667,1.4326284383692243,1.0666666666666667,60000,3000,2000,611.8100000000002,20817.350000000002,11624.390000000003,-6.403940886699511,38,7,34,40,Normal,13.1,2.9,10.0,1.43,HIGH,0,13.1,0.07240065393972941,60000,3000,2000,0,HIGH
SKU2109,52,SKU2109,13.7,11.6,False,0,0.0,98.3,Q4,Stormy,False,Power Tools Item 109,Power Tools,SUP002,490.35,772.15,281.8,36.5,11.82,1.74,9.7,10,True,23.85,9.575000000000001,1.5800604131142932,1.2249999999999999,60000,3000,2000,281.79999999999995,8956.939999999999,3268.879999999999,-15.328467153284675,27,6,24,27,Normal,13.8,2.0,8.0,1.33,HIGH,0,13.5,0.06013990381612641,60000,3000,2000,0,HIGH
SKU2113,52,SKU2113,14.5,14.6,False,0,0.6,97.9,Q4,Stormy,False,Power Tools Item 113,Power Tools,SUP003,122.44,257.84,135.4,52.5,20.67,1.746,8.7,25,False,6.55,9.325000000000001,1.9758197378211497,1.5416666666666667,40000,2000,1500,135.39999999999998,3764.4639999999995,1976.8399999999997,0.6896551724137945,2,6,25,29,Critical,1.0,2.1,0.0,0.0,CRITICAL,23,1.0,0.800451939291737,40000,2000,1500,69,CRITICAL
SKU2119,52,SKU2119,7.7,5.7,False,0,1.8,97.2,Q4,Normal,True,Power Tools Item 119,Power Tools,SUP005,514.1,1301.52,787.41,60.5,22.79,0.728,8.3,10,True,34.55,8.625,1.2606816338069582,0.8916666666666667,75000,3800,2300,787.42,7418.664,4488.294,-25.97402597402597,3,3,12,15,Reorder,2.7,1.1,0.0,0.0,CRITICAL,9,2.7,0.42317000811941785,75000,3800,2300,27,CRITICAL
SKU2127,52,SKU2127,14.5,9.7,False,0,2.0,97.4,Q4,Normal,False,Power Tools Item 127,Power Tools,SUP001,612.99,1269.48,656.49,51.7,12.75,1.608,3.5,10,False,51.51,3.7583333333333333,0.5468227788919839,0.47500000000000003,80000,4000,2500,656.49,12313.956,6367.9529999999995,-33.10344827586207,1,4,11,29,Critical,0.5,2.1,0.0,0.0,CRITICAL,10,0.5,1.2971792120190095,80000,4000,2500,30,CRITICAL
SKU2132,52,SKU2132,16.8,16.6,False,0,0.0,98.8,Q4,Cold,False,Power Tools Item 132,Power Tools,SUP001,433.99,838.66,404.67,48.3,19.77,0.524,4.6,100,False,20.47,4.883333333333334,0.6991336630343863,0.4666666666666666,80000,4000,2500,404.66999999999996,13921.756000000001,6717.522,-1.1904761904761862,18,6,17,100,Normal,7.5,2.4,6.0,1.0,CRITICAL,0,7.5,0.09499718943226532,80000,4000,2500,0,HIGH
SKU2133,52,SKU2133,16.0,12.8,False,0,2.5,97.6,Q4,Cold,False,Power Tools Item 133,Power Tools,SUP005,778.74,1347.86,569.12,42.2,17.41,0.647,8.8,250,False,32.69,9.450000000000001,1.5559270840592405,1.1666666666666667,75000,3800,2300,569.1199999999999,17252.608,7284.735999999999,-19.999999999999996,7,7,28,250,Reorder,3.1,2.3,0.0,0.0,CRITICAL,21,3.0,0.4186481169196177,75000,3800,2300,63,CRITICAL
SKU2137,52,SKU2137,15.4,14.3,False,0,1.6,95.3,Q4,Cold,False,Power Tools Item 137,Power Tools,SUP004,379.97,703.94,323.96,46.0,12.81,1.571,5.8,250,False,25.28,6.4750000000000005,1.0234744745229358,0.8416666666666667,65000,3200,2200,323.97,10066.342,4632.771000000001,-7.14285714285714,7,4,18,250,Reorder,3.2,2.2,0.0,0.0,CRITICAL,11,3.2,0.3655529792017988,65000,3200,2200,33,CRITICAL
SKU2156,52,SKU2156,8.8,8.6,False,0,0.0,95.2,Q4,Stormy,False,Power Tools Item 156,Power Tools,SUP005,82.7,184.31,101.6,55.1,22.91,1.08,8.7,25,False,4.44,9.316666666666666,1.3051181300301253,0.9,75000,3800,2300,101.61,1585.066,873.846,-2.272727272727282,15,3,14,25,Normal,11.9,1.3,3.0,1.0,CRITICAL,0,11.5,0.05831805850868832,75000,3800,2300,0,HIGH
SKU2166,52,SKU2166,23.4,17.1,False,0,3.3,97.3,Q4,Normal,False,Power Tools Item 166,Power Tools,SUP004,705.28,1887.09,1181.81,62.6,14.49,1.78,4.6,18,False,81.54,5.075,0.8181186844328772,0.6416666666666667,65000,3200,2200,1181.81,32269.239,20208.951,-26.923076923076916,5,7,23,46,Critical,1.5,3.3,0.0,0.0,CRITICAL,18,1.5,0.6075763130239265,65000,3200,2200,54,CRITICAL
SKU2171,52,SKU2171,18.5,18.9,False,0,0.0,95.1,Q4,Normal,False,Power Tools Item 171,Power Tools,SUP004,592.78,1430.16,837.38,58.6,21.56,0.984,5.4,10,False,38.84,6.016666666666667,1.0390846787904102,0.9166666666666666,65000,3200,2200,837.3800000000001,27030.024,15826.482,2.1621621621621623,23,5,20,37,Normal,8.7,2.6,7.0,1.4,HIGH,0,8.8,0.08801548367315652,65000,3200,2200,0,HIGH
SKU2189,52,SKU2189,12.0,8.0,False,0,3.3,97.6,Q4,Cold,False,Power Tools Item 189,Power Tools,SUP002,538.75,1367.48,828.73,60.6,13.64,1.425,8.8,50,False,60.74,9.666666666666666,1.6472198800807776,1.5333333333333332,60000,3000,2000,828.73,10939.84,6629.84,-33.333333333333336,5,5,21,50,Reorder,2.9,1.7,0.0,0.0,CRITICAL,16,2.9,0.4212213093645901,60000,3000,2000,48,CRITICAL
SKU2216,52,SKU2216,20.7,44.5,True,20,0.0,96.1,Q4,Hot,False,Power Tools Item 216,Power Tools,SUP005,449.53,964.1,514.58,53.4,11.62,1.121,11.5,25,True,44.29,12.716666666666667,1.720905329039094,1.5666666666666667,75000,3800,2300,514.57,42902.450000000004,22898.365,114.97584541062804,47,9,46,41,Normal,15.9,3.0,9.0,1.0,CRITICAL,0,15.7,0.06675438502271727,75000,3800,2300,0,MEDIUM
SKU2219,52,SKU2219,16.1,9.4,False,0,3.8,96.4,Q4,Stormy,False,Power Tools Item 219,Power Tools,SUP003,279.04,688.87,409.83,59.5,16.41,1.587,11.3,50,True,24.98,11.775,2.3175712208336474,1.625,40000,2000,1500,409.83,6475.378000000001,3852.402,-41.61490683229814,4,7,34,50,Critical,1.7,2.3,0.0,0.0,CRITICAL,30,1.7,0.5859736137287967,40000,2000,1500,90,CRITICAL
SKU2225,52,SKU2225,16.8,40.3,True,15,0.0,97.9,Q4,Stormy,False,Power Tools Item 225,Power Tools,SUP003,218.51,489.63,271.12,55.4,20.32,1.422,8.9,50,True,13.34,9.316666666666666,1.1550941192138515,0.8333333333333334,40000,2000,1500,271.12,19732.089,10926.135999999999,139.88095238095238,32,7,29,50,Normal,13.3,2.4,10.0,1.43,HIGH,0,13.3,0.06592450772800466,40000,2000,1500,0,HIGH
SKU2231,52,SKU2231,20.4,12.9,False,0,4.9,96.1,Q4,Hot,False,Power Tools Item 231,Power Tools,SUP003,191.73,390.62,198.89,50.9,19.93,0.76,10.4,50,True,9.98,11.566666666666668,1.8568464631947332,1.5666666666666667,40000,2000,1500,198.89000000000001,5038.9980000000005,2565.681,-36.764705882352935,9,9,42,50,Reorder,3.1,2.9,0.0,0.0,CRITICAL,33,3.1,0.4314059573674435,40000,2000,1500,99,CRITICAL
SKU2234,52,SKU2234,11.2,11.9,False,0,0.0,95.2,Q4,Stormy,True,Power Tools Item 234,Power Tools,SUP003,332.83,921.71,588.88,63.9,18.57,1.691,8.8,10,True,31.71,9.433333333333334,1.490169809319079,1.1500000000000001,40000,2000,1500,588.8800000000001,10968.349,7007.672000000001,6.25,20,4,19,22,Normal,12.5,1.6,5.0,1.25,HIGH,0,12.5,0.058887015177065766,40000,2000,1500,0,HIGH
SKU2269,52,SKU2269,18.3,20.6,False,0,0.0,97.2,Q4,Normal,False,Power Tools Item 269,Power Tools,SUP005,555.15,1079.54,524.39,48.6,21.59,0.426,7.3,25,True,24.29,7.758333333333333,1.3283334283867498,0.975,75000,3800,2300,524.39,22238.524,10802.434000000001,12.568306010928975,30,7,27,36,Normal,11.5,2.6,10.0,1.43,HIGH,0,11.5,0.07433829459637803,75000,3800,2300,0,HIGH
SKU2320,52,SKU2320,20.0,17.9,False,0,1.9,97.8,Q4,Normal,True,Power Tools Item 320,Power Tools,SUP001,634.15,1246.72,612.57,49.1,4.78,0.426,5.3,22,False,128.17,5.391666666666667,0.9472048192956842,0.775,80000,4000,2500,612.57,22316.288,10965.003,-10.500000000000009,0,7,22,40,Critical,0.0,2.9,0.0,0.0,CRITICAL,22,0.0,50.33372681281619,80000,4000,2500,66,CRITICAL
SKU2325,52,SKU2325,18.4,17.4,False,0,0.0,98.0,Q4,Cold,False,Power Tools Item 325,Power Tools,SUP003,669.01,1405.64,736.63,52.4,6.89,1.292,8.5,100,False,106.88,8.791666666666666,1.683858303978927,1.2416666666666667,40000,2000,1500,736.6300000000001,24458.136,12817.362000000001,-5.434782608695654,34,8,31,100,Normal,12.9,2.6,11.0,1.38,HIGH,0,13.1,0.06919660672219147,40000,2000,1500,0,HIGH
SKU2336,52,SKU2336,9.4,23.1,True,10,0.0,98.7,Q4,Stormy,False,Power Tools Item 336,Power Tools,SUP003,588.81,937.78,348.97,37.2,19.32,0.63,10.1,10,True,18.06,10.766666666666666,1.3316656236958784,1.0166666666666666,40000,2000,1500,348.97,21662.718,8061.207000000001,145.74468085106383,20,5,19,18,Normal,14.9,1.3,6.0,1.2,HIGH,0,15.4,0.04831913449114124,40000,2000,1500,0,MEDIUM
